SKU,Current_Item,Current_Base_Item,sku_Family,Current_Item_Overall_Status,Current_Item_Specific_Status,Current_Item_Lead_Style,Current_Item_Product_Type ,Current_Item_sku_Pricing,Current_Item_Discounted_Pricing, Current_Item_Inventory , Current_Item_Reported_Inventory , Current_Item_Min_Order_Qty ,Current_Item_Packaging_Type, Current_Item_sku_packaging_qty ,Current_Item_Shrink_wrapped_status,Current_Item_Version_Number,Current_Item_Version_Description,Frequency_Hertz,Starting_Method,Lamp_Connection , Ballast_Factor ,Maximum_Possible_Lamp_Combinations, Number_ of_Lamps ,Maximum_Voltage_Combinations, Voltage_120V , Voltage_240V , Voltage_277V, Voltage_347V,Power_factor,Power_factor_value,Dimming_Status, Length_inches , Width_inches , Height_inches , Weight_in_lbs , Lamps ,Successor_Item,Successor_Base_Item,Successor_Item_sku_Family,Substitute_Item,Substitute_Base_Item,Substitute_Item_Product_Type,Substitute_Item_Overall_Status,Substitute_Item_Specific_Status,Substitutue item sku Family,Substitute_item__Item_Lead_Style, Philips_Advance , GE ,Osram,Univeral,Fulham,Keystone,Howard,Sola,Hatch,Halco,Radionic,Epsen,Interglobal,Sunpark,Accupro,Valmont,TCP
SS225836P     /A,SS225836P     /A,SS225836P     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2258P       /B,SS2258P       /B,SS2258P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2258P       /C,SS2258P       /C,SS2258P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2258P       /D,SS2258P       /D,SS2258P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS22-5P       /A,SS22-5P       /A,SS22-5P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS24          /A,SS24          /A,SS24          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS24          /B,SS24          /B,SS24          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS24P /A,SS24P /A,SS24P,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,60,Preheat Self,Series,0.8,1,1,120,Y,N,N,N,Normal,,N,6.44,1.91,1.41,2.7,"FT18W/2G11, FT24W/2G11",,,,,,,,,,,,,,,,,,,,,,,,,,,
SS24VAC268    /A,SS24VAC268    /A,SS24V268    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS25          /C,SS25          /C,SS25          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,GPH436,,,,RSN1GPH20120  BT,RSN1GPH20120  ,Electronic,Ongoing,Active,P20184,Leaded,,,,,,,,,,,,,,,,,
SS2525LA      /A,SS2525LA      /A,SS2525LA      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2525LA      /B,SS2525LA      /B,SS2525LA      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2525P       /A,SS2525P       /A,SS2525P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2526LA      /A,SS2526LA      /A,SS2526LA      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2526P       /A,SS2526P       /A,SS2526P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2526P       /B,SS2526P       /B,SS2526P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2527P       /A,SS2527P       /A,SS2527P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2545        /B,SS2545        /B,SS2545        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2545P       /A,SS2545P       /A,SS2545P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2545P       /B,SS2545P       /B,SS2545P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2546        /B,SS2546        /B,SS2546        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS256         /B,SS256         /B,SS256         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS256         /C,SS256         /C,SS256         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS256         /D,SS256         /D,SS256         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS258         /A,SS258         /A,SS258         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS25P         /A,SS25P         /A,SS25P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,60,Preheat Self,DK,0.9,1,1,120,Y,N,N,N,Normal,,N,DK,DK,DK,DK,F25T12,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS25P         /B,SS25P         /B,SS25P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS25P         /D,SS25P         /D,SS25P         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS25RC        /A,SS25RC        /A,SS25RC        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS25RCLA      /B,SS25RCLA      /B,SS25RCLA      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS25WS        /A,SS25WS        /A,SS25WS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS281105CP    /A,SS281105CP    /A,SS281105CP    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2827CPB1LH  /A,SS2827CPB1LH  /A,SS2827CPB1LH  ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS28CP        /B,SS28CP        /B,SS28CP        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS28CPB1LH    /A,SS28CPB1LH    /A,SS28CPB1LH    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS28CPLH      /A,SS28CPLH      /A,SS28CPLH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS28CRCLH     /A,SS28CRCLH     /A,SS28CRCLH     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2B1LAWSB    /A,SS2B1LAWSB    /A,SS2B1LAWSB    ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2D10P       /A,SS2D10P       /A,SS2D10P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2D21P       /A,SS2D21P       /A,SS2D21P       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2LAWSB      /A,SS2LAWSB      /A,SS2LAWSB      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2LAWSB      /B,SS2LAWSB      /B,SS2LAWSB      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2P          /B,SS2P          /B,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /D,SS2P          /D,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /E,SS2P          /E,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /F,SS2P          /F,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /G,SS2P          /G,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /H,SS2P          /H,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /I,SS2P          /I,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /J,SS2P          /J,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /K,SS2P          /K,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /L,SS2P          /L,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /N,SS2P          /N,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /P,SS2P          /P,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /Q,SS2P          /Q,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /R,SS2P          /R,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /S,SS2P          /S,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P          /T,SS2P          /T,SS2P          ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
SS2P1005      /A,SS2P1005      /A,SS2P1005      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2P127WT     /A,SS2P127WT     /A,SS2P127WT     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2P127WT     /B,SS2P127WT     /B,SS2P127WT     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2P127WT     /C,SS2P127WT     /C,SS2P127WT     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PB1WS      /A,SS2PB1WS      /A,SS2PB1WS      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PB1WS      /B,SS2PB1WS      /B,SS2PB1WS      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PB1WS      /C,SS2PB1WS      /C,SS2PB1WS      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PLA        /A,SS2PLA        /A,SS2PLA        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PLAWS      /B,SS2PLAWS      /B,SS2PLAWS      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PWS        /B,SS2PWS        /B,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /C,SS2PWS        /C,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /D,SS2PWS        /D,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /E,SS2PWS        /E,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /F,SS2PWS        /F,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /G,SS2PWS        /G,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /H,SS2PWS        /H,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /I,SS2PWS        /I,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /J,SS2PWS        /J,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /K,SS2PWS        /K,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /L,SS2PWS        /L,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /M,SS2PWS        /M,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /N,SS2PWS        /N,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /O,SS2PWS        /O,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWS        /P,SS2PWS        /P,SS2PWS        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,SS2PWS AM,SS2PWS,Magnetic,Ongoing,Active,P10051,Leaded,,,,,,,,,,,,,,,,,
SS2PWSB       /A,SS2PWSB       /A,SS2PWSB       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PWSLA      /A,SS2PWSLA      /A,SS2PWSLA      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PWSLH      /A,SS2PWSLH      /A,SS2PWSLH      ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PWT        /A,SS2PWT        /A,SS2PWT        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PWT        /B,SS2PWT        /B,SS2PWT        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2PWT        /C,SS2PWT        /C,SS2PWT        ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RC         /C,SS2RC         /C,SS2RC         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RC         /D,SS2RC         /D,SS2RC         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RC         /E,SS2RC         /E,SS2RC         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RC         /F,SS2RC         /F,SS2RC         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RC         /G,SS2RC         /G,SS2RC         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RC         /H,SS2RC         /H,SS2RC         ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCB1LAWS   /B,SS2RCB1LAWS   /B,SS2RCB1LAWS   ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCB1LAWSB  /A,SS2RCB1LAWSB  /A,SS2RCB1LAWSB  ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCB1WS     /A,SS2RCB1WS     /A,SS2RCB1WS     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCB1WS     /B,SS2RCB1WS     /B,SS2RCB1WS     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCLA       /A,SS2RCLA       /A,SS2RCLA       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCLA       /B,SS2RCLA       /B,SS2RCLA       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCLAWS     /A,SS2RCLAWS     /A,SS2RCLAWS     ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCWS       /B,SS2RCWS       /B,SS2RCWS       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCWS       /C,SS2RCWS       /C,SS2RCWS       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCWS       /D,SS2RCWS       /D,SS2RCWS       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS2RCWS       /E,SS2RCWS       /E,SS2RCWS       ,NA,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
