SKU,Current_Item,Current_Base_Item,sku_Family,Current_Item_Overall_Status,Current_Item_Specific_Status,Current_Item_Lead_Style,Current_Item_Product_Type ,Current_Item_sku_Pricing,Current_Item_Discounted_Pricing, Current_Item_Inventory , Current_Item_Reported_Inventory , Current_Item_Min_Order_Qty ,Current_Item_Packaging_Type, Current_Item_sku_packaging_qty ,Current_Item_Shrink_wrapped_status,Current_Item_Version_Number,Current_Item_Version_Description,Frequency_Hertz,Starting_Method,Lamp_Connection , Ballast_Factor ,Maximum_Possible_Lamp_Combinations, Number_ of_Lamps ,Maximum_Voltage_Combinations, Voltage_120V , Voltage_240V , Voltage_277V, Voltage_347V,Power_factor,Power_factor_value,Dimming_Status, Length_inches , Width_inches , Height_inches , Weight_in_lbs , Lamps ,Successor_Item,Successor_Base_Item,Successor_Item_sku_Family,Substitute_Item,Substitute_Base_Item,Substitute_Item_Product_Type,Substitute_Item_Overall_Status,Substitute_Item_Specific_Status,Substitutue item sku Family,Substitute_item__Item_Lead_Style, Philips_Advance , GE ,Osram,Univeral,Fulham,Keystone,Howard,Sola,Hatch,Halco,Radionic,Epsen,Interglobal,Sunpark,Accupro,Valmont,TCP
5M10596,S1P           /E,S1P           ,M10596,Discontinued,Limited,Leaded,Magnetic,$199.95 ,,2,2,,5,10,N,6,Bottom leads (corner),60,,,,,,,,,,,Normal,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
3M10596,S1P           /E,S1P           ,M10596,Discontinued,Limited,Leaded,Magnetic,$20.95 ,,113,113,,3,1,Y,6,Bottom leads (corner),60,,,,,,,,,,,Normal,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
3M10597,S1P           /P,S1P           ,M10597,Discontinued,Limited,Leaded,Magnetic,$20.95 ,,19,19,,3,1,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,S1P AM,S1P,Magnetic,Ongoing,Active,P10083,Leaded,,,,,,,,,,,,,,,,,
3M10598,S1PLA         /E,S1PLA         ,M10598,Discontinued,Limited,Leaded,Magnetic,$20.95 ,,14,14,,3,1,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10599,S1PLH  /A,S1PLH,M10599,Discontinued,Limited,Leaded,Magnetic,$199.95 ,,28,28,,5,10,N,,,,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,3,1.88,1.44,0.91,13TT-2 V1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10599,S1PLH  /A,S1PLH,M10599,Discontinued,Limited,Leaded,Magnetic,$25.95 ,,68,68,,3,1,Y,,,,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,3,1.88,1.44,0.91,13TT-2 V1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10601,S40BKL        /A,S40BKL        ,M10601,Discontinued,Limited,Leaded,Magnetic,$302.95 ,,3,3,,5,10,N,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10601,S40BKL        /A,S40BKL        ,M10601,Discontinued,Limited,Leaded,Magnetic,$38.95 ,,34,34,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10602,S40BPWT       /C,S40BPWT       ,M10602,Discontinued,Limited,Leaded,Magnetic,$47.95 ,,8,8,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,F30T12,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10603,S68PB1LH      /A,S68PB1LH      ,M10603,Discontinued,Limited,Leaded,Magnetic,$25.95 ,,32,32,,3,1,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10604,S68PLA        /A,S68PLA        ,M10604,Discontinued,Limited,Leaded,Magnetic,$199.95 ,,5,5,,5,10,N,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10604,S68PLA        /A,S68PLA        ,M10604,Discontinued,Limited,Leaded,Magnetic,$24.95 ,,10,10,,3,1,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S68PLA        /C,S68PLA        /C,S68PLA        ,M10605,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,,,,,,,,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10606,S7927PLA      /A,S7927PLA      ,M10606,Discontinued,Limited,Leaded,Magnetic,$24.95 ,,10,10,,3,1,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1956 /A,SP1956 /A,SP1956,M10607,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,,,,,,,,,,,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,3.06,1.38,1.72,0.691,F18T8,SP1956        AM,SP1956,P10152,,,,,,,,LC-14-20-C,,,,,,,,,,CUSP452,,,,,,
3M10608,SP1P          /A,SP1P          ,M10608,Discontinued,Limited,Leaded,Magnetic,$19.95 ,,12,12,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,F14T8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10609,SP2           /M,SP2           ,M10609,Discontinued,Limited,Leaded,Magnetic,$15.95 ,,16,16,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,F15T8,,,,SP2 AM,SP2           ,Magnetic,Ongoing,Active,P10129,Leaded,,,,,,,,,,,,,,,,,
3M10610,SP2           /P,SP2           ,M10610,Discontinued,Limited,Leaded,Magnetic,$14.95 ,,78,78,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,SP2 AM,SP2           ,Magnetic,Ongoing,Active,P10129,Leaded,,,,,,,,,,,,,,,,,
3M10611,SP2           /S,SP2           ,M10611,Discontinued,Limited,Leaded,Magnetic,$15.95 ,,29,29,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,SP2 AM,SP2           ,Magnetic,Ongoing,Active,P10129,Leaded,,,,,,,,,,,,,,,,,
3M10612,SP210056      /B,SP210056      ,M10612,Discontinued,Limited,Leaded,Magnetic,$17.95 ,,21,21,,3,1,Y,,,50-60,,,,,,,,,,,Normal,,,,,,,F15T8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10614,SP2400        /B,SP2400        ,M10614,Discontinued,Limited,Leaded,Magnetic,$21.95 ,,33,33,,3,1,Y,,,,,,,,,,,,,,Normal,,,,,,,F25T12,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10615,SP258         /G,SP258         ,M10615,Discontinued,Limited,Leaded,Magnetic,$17.95 ,,60,60,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,F25T12,,,,SP258 AM,SP258,Magnetic,Ongoing,Active,P10130,Leaded,,,,,,,,,,,,,,,,,
5M10617,SP2P          /B,SP2P          ,M10617,Discontinued,Limited,Leaded,Magnetic,$179.95 ,,16,16,,5,10,N,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10617,SP2P          /B,SP2P          ,M10617,Discontinued,Limited,Leaded,Magnetic,$21.95 ,,15,15,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10618,SP2PLAW       /B,SP2PLAW       ,M10618,Discontinued,Limited,Leaded,Magnetic,$149.95 ,,4,4,,5,10,N,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10618,SP2PLAW       /B,SP2PLAW       ,M10618,Discontinued,Limited,Leaded,Magnetic,$16.95 ,,98,98,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10619,SP2PW         /O,SP2PW         ,M10619,Discontinued,Limited,Leaded,Magnetic,$149.95 ,,5,5,,5,10,N,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10619,SP2PW         /O,SP2PW         ,M10619,Discontinued,Limited,Leaded,Magnetic,$16.95 ,,18,18,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10620,SP2RCLAW      /C,SP2RCLAW      ,M10620,Discontinued,Limited,Leaded,Magnetic,$17.95 ,,27,27,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10621,SP2WH         /A,SP2WH         ,M10621,Discontinued,Limited,Leaded,Magnetic,$20.95 ,,19,19,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10622,SP3/A,SP3,M10622,Discontinued,Limited,Leaded,Magnetic,$109.95 ,,16,16,,5,10,N,,,,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,3.06,1.25,1.72,0.63,F13T8,,,,,,,,,,,,,,,,,,,,,CU452S,,,,,,
3M10622,SP3           /A,SP3           ,M10622,Discontinued,Limited,Leaded,Magnetic,$15.95 ,,117,117,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,F13T8,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10623,SP48          /H,SP48          ,M10623,Discontinued,Limited,Leaded,Magnetic,$109.95 ,,3,3,,5,10,N,,,60,,,,,,,,,,,Normal,,N,,,,,G8T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10623,SP48          /H,SP48          ,M10623,Discontinued,Limited,Leaded,Magnetic,$13.95 ,,19,19,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,G8T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10624,SP48          /K,SP48          ,M10624,Discontinued,Limited,Leaded,Magnetic,$14.95 ,,37,37,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,F4T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10625,SP48          /O,SP48          ,M10625,Discontinued,Limited,Leaded,Magnetic,$109.95 ,,2,2,,5,10,N,,,60,,,,,,,,,,,Normal,,N,,,,,F8T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10625,SP48          /O,SP48          ,M10625,Discontinued,Limited,Leaded,Magnetic,$14.95 ,,43,43,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,F8T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10626,SP48          /R,SP48          ,M10626,Discontinued,Limited,Leaded,Magnetic,$109.95 ,,2,2,,5,10,N,,,60,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10626,SP48          /R,SP48          ,M10626,Discontinued,Limited,Leaded,Magnetic,$14.95 ,,19,19,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10627,SP4810056     /D,SP4810056     ,M10627,Discontinued,Limited,Leaded,Magnetic,$139.95 ,,10,10,,5,10,N,,,50-60,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10627,SP4810056     /D,SP4810056     ,M10627,Discontinued,Limited,Leaded,Magnetic,$16.95 ,,25,25,,3,1,Y,,,50-60,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1M10628,SP4825        /B,SP4825        ,M10628,Discontinued,Limited,Leaded,Magnetic,$599.50 ,,2,2,,1,50,N,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10628,SP4825        /B,SP4825        ,M10628,Discontinued,Limited,Leaded,Magnetic,$16.95 ,,18,18,,3,1,Y,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10629,SP4825PW      /A,SP4825PW      ,M10629,Discontinued,Limited,Leaded,Magnetic,$21.95 ,,4,4,,3,1,Y,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10630,SP4835        /B,SP4835        ,M10630,Discontinued,Limited,Leaded,Magnetic,$139.95 ,,2,2,,5,10,N,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10630,SP4835        /B,SP4835        ,M10630,Discontinued,Limited,Leaded,Magnetic,$16.95 ,,5,5,,3,1,Y,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10631,SP4835        /D,SP4835        ,M10631,Discontinued,Limited,Leaded,Magnetic,$16.95 ,,19,19,,3,1,Y,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10632,SP4845        /B,SP4845        ,M10632,Discontinued,Limited,Leaded,Magnetic,$139.95 ,,7,7,,5,10,N,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10632,SP4845        /B,SP4845        ,M10632,Discontinued,Limited,Leaded,Magnetic,$17.95 ,,11,11,,3,1,Y,,,50,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10633,SP4856B1      /B,SP4856B1      ,M10633,Discontinued,Limited,Leaded,Magnetic,$14.95 ,,19,19,,3,1,Y,,,50-60,,,,,,,,,,,Normal,,N,,,,,7/9TT,SP4856B1   BM,SP4856B1      ,P10089,,,,,,,,,,,,,,,,,,,,,,,,
3M10634,SP48P         /E,SP48P         ,M10634,Discontinued,Limited,Leaded,Magnetic,$18.95 ,,12,12,,,,,,,60,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10635,SP48RC        /A,SP48RC        ,M10635,Discontinued,Limited,Leaded,Magnetic,$15.95 ,,10,10,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,7/9TT,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10636,SP50          /A,SP50          ,M10636,Discontinued,Limited,Leaded,Magnetic,$17.95 ,,46,46,,3,1,Y,,,,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10637,SP68P         /G,SP68P         ,M10637,Discontinued,Limited,Leaded,Magnetic,$18.95 ,,13,13,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,,,,,SP68P AM,SP68P         ,Magnetic,Ongoing,Active,P10086,Leaded,,,,,,,,,,,,,,,,,
3M10638,SP68PLHW      /A,SP68PLHW      ,M10638,Discontinued,Limited,Leaded,Magnetic,$18.95 ,,15,15,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,7/9TT,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP68RC /C,SP68RC /C,SP68RC,M10639,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,,,,,,,,,,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,Normal,,N,2.75,1.06,1.5,0.351,"CFT7W/G23, CFT9W/G23",SP68RC CM,SP68RC,P10174,,,,,,,,LC-4-9-C-TP ,,,,,CC579TP,,,,,,,,,,,
3M10640,SP68RC        /D,SP68RC        ,M10640,Discontinued,Limited,Leaded,Magnetic,$14.95 ,,5,5,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,7/9TT,,,,SP68RC CM,SP68RC,Magnetic,Ongoing,Special Order only,P10174,Leaded,,,,,,,,,,,,,,,,,
3M10641,SP68RCB1      /A,SP68RCB1      ,M10641,Discontinued,Limited,Leaded,Magnetic,$13.95 ,,10,10,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10642,SPGPH287      /G,SPGPH287      ,M10642,Discontinued,Limited,Leaded,Magnetic,$17.95 ,,2,2,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,GPH287,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10643,SS20604WT     /A,SS20604WT     ,M10643,Discontinued,Limited,Leaded,Magnetic,$41.95 ,,5,5,,3,1,Y,,,60,,,,,,,,,,,Normal,,N,,,,,GPH356HO,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10644,SS215P        /B,SS215P        ,M10644,Discontinued,Limited,Leaded,Magnetic,$51.95 ,,34,34,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10645,SS2P          /C,SS2P          ,M10645,Discontinued,Limited,Leaded,Magnetic,$31.95 ,,10,10,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,SS2P AM,SS2P,Magnetic,Ongoing,Active,P10084,Leaded,,,,,,,,,,,,,,,,,
01527RC       /A,01527RC       /A,01527RC       ,M10647,Discontinued,Unavailable,Leaded,Magnetic,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1M10650,028CPB1       /A,028CPB1       ,M10650,Discontinued,Limited,Leaded,Magnetic,$799.50 ,,2,2,,1,40,N,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10650,028CPB1       /A,028CPB1       ,M10650,Discontinued,Limited,Leaded,Magnetic,$249.95 ,,7,7,,5,10,N,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10650,028CPB1       /A,028CPB1       ,M10650,Discontinued,Limited,Leaded,Magnetic,$29.95 ,,20,20,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10651,02G425        /A,02G425        ,M10651,Discontinued,Limited,Leaded,Magnetic,$24.95 ,,1,1,,3,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10652,0682RC        /A,0682RC        ,M10652,Discontinued,Limited,Leaded,Magnetic,$14.95 ,,44,44,,3,1,Y,,,60,Preheat,Series,,1,1,120,Y,N,N,N,Normal,,N,,,,,7/9TT,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10652,0682RC        /A,0682RC        ,M10652,Discontinued,Limited,Leaded,Magnetic,$0.00 ,,1,1,,5,10,N,,,60,Preheat,Series,,1,1,120,Y,N,N,N,Normal,,N,,,,,7/9TT,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10653,13045         /A,13045,M10653,Discontinued,Limited,Leaded,Magnetic,$49.95 ,,4,4,,3,1,Y,1,Leads one end,50,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10654,ALP18A1100    /A,ALP18A1100    ,M10654,Discontinued,Limited,Leaded,Magnetic,$84.95 ,,101,101,,3,1,Y,,,60,,,,,,,,,,,Normal,,,,,,,L69,,,,,,,,,,,,,,,,,,,,,,,,,,,
G90           /A,G90           /A,G90           ,M10659,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,,,,,,,,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10660,HP13347P      /E,HP13347P      ,M10660,Discontinued,Limited,Leaded,Magnetic,$98.95 ,,25,25,,3,1,Y,1,Leads one end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10661,HP1527P       /L,HP1527P       ,M10661,Discontinued,Limited,Leaded,Magnetic,$369.95 ,,11,11,,5,10,N,6,Bottom leads (corner),60,,,,,,,,,,,High,,,,,,,,,,,HP1527P IM,HP1527P       ,Magnetic,Ongoing,Active,P10108,Leaded,,,,,,,,,,,,,,,,,
3M10661,HP1527P       /L,HP1527P       ,M10661,Discontinued,Limited,Leaded,Magnetic,$40.95 ,,53,53,,3,1,Y,6,Bottom leads (corner),60,,,,,,,,,,,High,,,,,,,,,,,HP1527P IM,HP1527P       ,Magnetic,Ongoing,Active,P10108,Leaded,,,,,,,,,,,,,,,,,
5M10662,HP1527PB1     /A,HP1527PB1     ,M10662,Discontinued,Limited,Leaded,Magnetic,$389.95 ,,4,4,,5,10,N,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10662,HP1527PB1     /A,HP1527PB1     ,M10662,Discontinued,Limited,Leaded,Magnetic,$43.95 ,,6,6,,3,1,Y,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10663,HP1827P       /D,HP1827P       ,M10663,Discontinued,Limited,Leaded,Magnetic,$37.95 ,,14,14,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,HP1827P CM,HP1827P,Magnetic,Ongoing,Active,P10110,Leaded,,,,,,,,,,,,,,,,,
1M10664,HP21327P      /A,HP21327P      ,M10664,Discontinued,Limited,Leaded,Magnetic,$749.50 ,$549.00 ,5,5,,1,15,N,4,Bottom leads (center)/2-studs,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10664,HP21327P      /A,HP21327P      ,M10664,Discontinued,Limited,Leaded,Magnetic,$279.95 ,,30,30,,5,4,N,4,Bottom leads (center)/2-studs,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10664,HP21327P      /A,HP21327P      ,M10664,Discontinued,Limited,Leaded,Magnetic,$69.95 ,,12,12,,3,1,Y,4,Bottom leads (center)/2-studs,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10667,HP226347P     /A,HP226347P     ,M10667,Discontinued,Limited,Leaded,Magnetic,$0.00 ,,6,6,,3,1,Y,4,Bottom leads (center)/2-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10671,HP28CP        /B,HP28CP        ,M10671,Discontinued,Limited,Leaded,Magnetic,$59.95 ,,3,3,,3,1,Y,6,Bottom leads (corner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10673,HP28P         /H,HP28P         ,M10673,Discontinued,Limited,Leaded,Magnetic,$399.95 ,,9,9,,5,6,N,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10673,HP28P         /H,HP28P         ,M10673,Discontinued,Limited,Leaded,Magnetic,$70.95 ,,15,15,,3,1,Y,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10674,HP28P         /Q,HP28P         ,M10674,Discontinued,Limited,Leaded,Magnetic,$549.50 ,,23,23,,5,6,N,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10674,HP28P         /Q,HP28P         ,M10674,Discontinued,Limited,Leaded,Magnetic,$70.95 ,,12,12,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10675,HP7927P       /Q,HP7927P       ,M10675,Discontinued,Limited,Leaded,Magnetic,$49.95 ,,6,6,,3,1,Y,3,Bottom leads (center),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10676,HPS1P         /D,HPS1P         ,M10676,Discontinued,Limited,Leaded,Magnetic,$37.95 ,,14,14,,3,1,Y,1,Leads one end,60,,,,,,,,,,,High,,,,,,,,,,,HPS1P BM,HPS1P,Magnetic,Ongoing,Active,P10103,Leaded,,,,,,,,,,,,,,,,,
5M10677,HPS1P         /S,HPS1P         ,M10677,Discontinued,Limited,Leaded,Magnetic,$344.95 ,,14,14,,5,10,N,6,Bottom leads (corner),60,,,,,,,,,,,High,,,,,,,,,,,HPS1P BM,HPS1P,Magnetic,Ongoing,Active,P10103,Leaded,,,,,,,,,,,,,,,,,
3M10677,HPS1P         /S,HPS1P         ,M10677,Discontinued,Limited,Leaded,Magnetic,$39.95 ,,2,2,,3,1,Y,6,Bottom leads (corner),60,,,,,,,,,,,High,,,,,,,,,,,HPS1P BM,HPS1P,Magnetic,Ongoing,Active,P10103,Leaded,,,,,,,,,,,,,,,,,
3M10678,HPSS22WS      /A,HPSS22WS      ,M10678,Discontinued,Limited,Leaded,Magnetic,$47.95 ,,7,7,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10679,IS236P        /A,IS236P        ,M10679,Discontinued,Limited,Leaded,Magnetic,$126.95 ,,9,9,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10680,IS36PUV       /A,IS36PUV       ,M10680,Discontinued,Limited,Leaded,Magnetic,$102.95 ,,10,10,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L4826         /B,L4826         /B,L4826         ,M10682,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,,,,,,,,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10683,L48P          /A,L48P          ,M10683,Discontinued,Limited,Leaded,Magnetic,$39.95 ,,15,15,,3,1,Y,2,Leads both ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10685,RS025P        /A,RS025P        ,M10685,Discontinued,Limited,Leaded,Magnetic,$64.95 ,,20,20,,3,1,Y,,,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10686,RS320PHL      /B,RS320PHL      ,M10686,Discontinued,Limited,Leaded,Magnetic,$105.95 ,,6,6,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10687,S1527P        /I,S1527P        ,M10687,Discontinued,Limited,Leaded,Magnetic,$31.95 ,,2,2,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10689,S2827CP       /C,S2827CP       ,M10689,Discontinued,Limited,Leaded,Magnetic,$58.95 ,,4,4,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1M10690,S28CP         /A,S28CP         ,M10690,Discontinued,Limited,Leaded,Magnetic,$351.95 ,,2,2,,1,24,N,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10690,S28CP         /A,S28CP         ,M10690,Discontinued,Limited,Leaded,Magnetic,$244.95 ,,28,28,,5,6,N,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1M10691,S28CP         /B,S28CP         ,M10691,Discontinued,Limited,Leaded,Magnetic,$351.95 ,,14,14,,1,24,N,6,Bottom leads (corner),60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
